ZIP CODE	STATE	MSA No.	GPCI	GPCI	GPCI	County No.	MSA Name
58335	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58337	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58338	ND	99033	1.000	1.000	0.453	071	ND NONMETROPOLITAN AREA
58339	ND	99033	1.000	1.000	0.453	095	ND NONMETROPOLITAN AREA
58341	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58343	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58344	ND	99033	1.000	1.000	0.453	063	ND NONMETROPOLITAN AREA
58345	ND	99033	1.000	1.000	0.453	071	ND NONMETROPOLITAN AREA
58346	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58348	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58351	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58352	ND	99033	1.000	1.000	0.453	019	ND NONMETROPOLITAN AREA
58353	ND	99033	1.000	1.000	0.453	079	ND NONMETROPOLITAN AREA
58355	ND	99033	1.000	1.000	0.453	019	ND NONMETROPOLITAN AREA
58356	ND	99033	1.000	1.000	0.453	027	ND NONMETROPOLITAN AREA
58357	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58359	ND	99033	1.000	1.000	0.453	069	ND NONMETROPOLITAN AREA
58361	ND	99033	1.000	1.000	0.453	063	ND NONMETROPOLITAN AREA
58362	ND	99033	1.000	1.000	0.453	071	ND NONMETROPOLITAN AREA
58363	ND	99033	1.000	1.000	0.453	095	ND NONMETROPOLITAN AREA
58365	ND	99033	1.000	1.000	0.453	095	ND NONMETROPOLITAN AREA
58366	ND	99033	1.000	1.000	0.453	079	ND NONMETROPOLITAN AREA
58367	ND	99033	1.000	1.000	0.453	079	ND NONMETROPOLITAN AREA
58368	ND	99033	1.000	1.000	0.453	069	ND NONMETROPOLITAN AREA
58369	ND	99033	1.000	1.000	0.453	079	ND NONMETROPOLITAN AREA
58370	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58372	ND	99033	1.000	1.000	0.453	019	ND NONMETROPOLITAN AREA
58374	ND	99033	1.000	1.000	0.453	027	ND NONMETROPOLITAN AREA
58377	ND	99033	1.000	1.000	0.453	071	ND NONMETROPOLITAN AREA
58379	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58380	ND	99033	1.000	1.000	0.453	063	ND NONMETROPOLITAN AREA
58381	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58382	ND	99033	1.000	1.000	0.453	071	ND NONMETROPOLITAN AREA
58384	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58385	ND	99033	1.000	1.000	0.453	069	ND NONMETROPOLITAN AREA
58386	ND	99033	1.000	1.000	0.453	005	ND NONMETROPOLITAN AREA
58401	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58402	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58405	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58413	ND	99033	1.000	1.000	0.453	051	ND NONMETROPOLITAN AREA
58415	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58416	ND	99033	1.000	1.000	0.453	039	ND NONMETROPOLITAN AREA
58418	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58420	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58421	ND	99033	1.000	1.000	0.453	031	ND NONMETROPOLITAN AREA
58422	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58423	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58424	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58425	ND	99033	1.000	1.000	0.453	039	ND NONMETROPOLITAN AREA
58426	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58428	ND	99033	1.000	1.000	0.453	043	ND NONMETROPOLITAN AREA
58429	ND	99033	1.000	1.000	0.453	003	ND NONMETROPOLITAN AREA
58430	ND	99033	1.000	1.000	0.453	083	ND NONMETROPOLITAN AREA
58431	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58432	ND	99033	1.000	1.000	0.453	003	ND NONMETROPOLITAN AREA
58433	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58436	ND	99033	1.000	1.000	0.453	021	ND NONMETROPOLITAN AREA
58438	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58439	ND	99033	1.000	1.000	0.453	021	ND NONMETROPOLITAN AREA
58440	ND	99033	1.000	1.000	0.453	047	ND NONMETROPOLITAN AREA
58441	ND	99033	1.000	1.000	0.453	021	ND NONMETROPOLITAN AREA
58442	ND	99033	1.000	1.000	0.453	047	ND NONMETROPOLITAN AREA
58443	ND	99033	1.000	1.000	0.453	031	ND NONMETROPOLITAN AREA
58444	ND	99033	1.000	1.000	0.453	083	ND NONMETROPOLITAN AREA
58445	ND	99033	1.000	1.000	0.453	031	ND NONMETROPOLITAN AREA
58448	ND	99033	1.000	1.000	0.453	039	ND NONMETROPOLITAN AREA
58451	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58452	ND	99033	1.000	1.000	0.453	039	ND NONMETROPOLITAN AREA
58454	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58455	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58456	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58458	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58460	ND	99033	1.000	1.000	0.453	051	ND NONMETROPOLITAN AREA
58461	ND	99033	1.000	1.000	0.453	003	ND NONMETROPOLITAN AREA
58463	ND	99033	1.000	1.000	0.453	083	ND NONMETROPOLITAN AREA
58464	ND	99033	1.000	1.000	0.453	031	ND NONMETROPOLITAN AREA
58466	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58467	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58472	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58474	ND	99033	1.000	1.000	0.453	021	ND NONMETROPOLITAN AREA
58475	ND	99033	1.000	1.000	0.453	043	ND NONMETROPOLITAN AREA
58476	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58477	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58478	ND	99033	1.000	1.000	0.453	043	ND NONMETROPOLITAN AREA
58479	ND	99033	1.000	1.000	0.453	003	ND NONMETROPOLITAN AREA
58480	ND	99033	1.000	1.000	0.453	003	ND NONMETROPOLITAN AREA
58481	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58482	ND	99033	1.000	1.000	0.453	043	ND NONMETROPOLITAN AREA
58483	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58484	ND	99033	1.000	1.000	0.453	039	ND NONMETROPOLITAN AREA
58486	ND	99033	1.000	1.000	0.453	103	ND NONMETROPOLITAN AREA
58487	ND	99033	1.000	1.000	0.453	043	ND NONMETROPOLITAN AREA
58488	ND	99033	1.000	1.000	0.453	043	ND NONMETROPOLITAN AREA
58489	ND	99033	1.000	1.000	0.453	051	ND NONMETROPOLITAN AREA
58490	ND	99033	1.000	1.000	0.453	045	ND NONMETROPOLITAN AREA
58492	ND	99033	1.000	1.000	0.453	003	ND NONMETROPOLITAN AREA
58494	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58495	ND	99033	1.000	1.000	0.453	051	ND NONMETROPOLITAN AREA
58496	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58497	ND	99033	1.000	1.000	0.453	093	ND NONMETROPOLITAN AREA
58501	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58502	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58503	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58504	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58505	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58506	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58507	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58520	ND	13900	1.000	1.000	0.453	059	Bismarck, ND MSA
58521	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58523	ND	99033	1.000	1.000	0.453	057	ND NONMETROPOLITAN AREA
58524	ND	99033	1.000	1.000	0.453	029	ND NONMETROPOLITAN AREA
58528	ND	99033	1.000	1.000	0.453	085	ND NONMETROPOLITAN AREA
58529	ND	99033	1.000	1.000	0.453	037	ND NONMETROPOLITAN AREA
58530	ND	99033	1.000	1.000	0.453	065	ND NONMETROPOLITAN AREA
58531	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58532	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58533	ND	99033	1.000	1.000	0.453	037	ND NONMETROPOLITAN AREA
58535	ND	13900	1.000	1.000	0.453	059	Bismarck, ND MSA
58538	ND	99033	1.000	1.000	0.453	085	ND NONMETROPOLITAN AREA
58540	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58541	ND	99033	1.000	1.000	0.453	057	ND NONMETROPOLITAN AREA
58542	ND	99033	1.000	1.000	0.453	029	ND NONMETROPOLITAN AREA
58544	ND	99033	1.000	1.000	0.453	029	ND NONMETROPOLITAN AREA
58545	ND	99033	1.000	1.000	0.453	057	ND NONMETROPOLITAN AREA
58549	ND	99033	1.000	1.000	0.453	029	ND NONMETROPOLITAN AREA
58552	ND	99033	1.000	1.000	0.453	029	ND NONMETROPOLITAN AREA
58553	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58554	ND	13900	1.000	1.000	0.453	059	Bismarck, ND MSA
58558	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58559	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58560	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58561	ND	99033	1.000	1.000	0.453	047	ND NONMETROPOLITAN AREA
58562	ND	99033	1.000	1.000	0.453	037	ND NONMETROPOLITAN AREA
58563	ND	13900	1.000	1.000	0.453	059	Bismarck, ND MSA
58564	ND	99033	1.000	1.000	0.453	037	ND NONMETROPOLITAN AREA
58565	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58566	ND	13900	1.000	1.000	0.453	059	Bismarck, ND MSA
58568	ND	99033	1.000	1.000	0.453	085	ND NONMETROPOLITAN AREA
58569	ND	99033	1.000	1.000	0.453	037	ND NONMETROPOLITAN AREA
58570	ND	99033	1.000	1.000	0.453	085	ND NONMETROPOLITAN AREA
58571	ND	99033	1.000	1.000	0.453	057	ND NONMETROPOLITAN AREA
58572	ND	13900	1.000	1.000	0.453	015	Bismarck, ND MSA
58573	ND	99033	1.000	1.000	0.453	029	ND NONMETROPOLITAN AREA
58575	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58576	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58577	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58579	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58580	ND	99033	1.000	1.000	0.453	057	ND NONMETROPOLITAN AREA
58581	ND	99033	1.000	1.000	0.453	051	ND NONMETROPOLITAN AREA
58601	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58602	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58620	ND	99033	1.000	1.000	0.453	087	ND NONMETROPOLITAN AREA
58621	ND	99033	1.000	1.000	0.453	033	ND NONMETROPOLITAN AREA
58622	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58623	ND	99033	1.000	1.000	0.453	011	ND NONMETROPOLITAN AREA
58625	ND	99033	1.000	1.000	0.453	025	ND NONMETROPOLITAN AREA
58626	ND	99033	1.000	1.000	0.453	025	ND NONMETROPOLITAN AREA
58627	ND	99033	1.000	1.000	0.453	007	ND NONMETROPOLITAN AREA
58630	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58631	ND	13900	1.000	1.000	0.453	059	Bismarck, ND MSA
58632	ND	99033	1.000	1.000	0.453	033	ND NONMETROPOLITAN AREA
58634	ND	99033	1.000	1.000	0.453	053	ND NONMETROPOLITAN AREA
58636	ND	99033	1.000	1.000	0.453	025	ND NONMETROPOLITAN AREA
58638	ND	13900	1.000	1.000	0.453	059	Bismarck, ND MSA
58639	ND	99033	1.000	1.000	0.453	001	ND NONMETROPOLITAN AREA
58640	ND	99033	1.000	1.000	0.453	025	ND NONMETROPOLITAN AREA
58641	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58642	ND	99033	1.000	1.000	0.453	025	ND NONMETROPOLITAN AREA
58643	ND	99033	1.000	1.000	0.453	087	ND NONMETROPOLITAN AREA
58644	ND	99033	1.000	1.000	0.453	025	ND NONMETROPOLITAN AREA
58645	ND	99033	1.000	1.000	0.453	007	ND NONMETROPOLITAN AREA
58646	ND	99033	1.000	1.000	0.453	041	ND NONMETROPOLITAN AREA
58647	ND	99033	1.000	1.000	0.453	041	ND NONMETROPOLITAN AREA
58649	ND	99033	1.000	1.000	0.453	001	ND NONMETROPOLITAN AREA
58650	ND	99033	1.000	1.000	0.453	041	ND NONMETROPOLITAN AREA
58651	ND	99033	1.000	1.000	0.453	011	ND NONMETROPOLITAN AREA
58652	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58653	ND	99033	1.000	1.000	0.453	011	ND NONMETROPOLITAN AREA
58654	ND	99033	1.000	1.000	0.453	033	ND NONMETROPOLITAN AREA
58655	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58656	ND	99033	1.000	1.000	0.453	089	ND NONMETROPOLITAN AREA
58701	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58702	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58703	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58704	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58705	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58707	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58710	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58711	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58712	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58713	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58716	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58718	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58721	ND	99033	1.000	1.000	0.453	013	ND NONMETROPOLITAN AREA
58722	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58723	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58725	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58727	ND	99033	1.000	1.000	0.453	013	ND NONMETROPOLITAN AREA
58730	ND	99033	1.000	1.000	0.453	023	ND NONMETROPOLITAN AREA
58731	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58733	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58734	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58735	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58736	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58737	ND	99033	1.000	1.000	0.453	013	ND NONMETROPOLITAN AREA
58740	ND	99033	1.000	1.000	0.453	075	ND NONMETROPOLITAN AREA
58741	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58744	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58746	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58747	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58748	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58750	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58752	ND	99033	1.000	1.000	0.453	013	ND NONMETROPOLITAN AREA
58755	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58756	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58757	ND	99033	1.000	1.000	0.453	053	ND NONMETROPOLITAN AREA
58758	ND	99033	1.000	1.000	0.453	083	ND NONMETROPOLITAN AREA
58759	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58760	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58761	ND	99033	1.000	1.000	0.453	075	ND NONMETROPOLITAN AREA
58762	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58763	ND	99033	1.000	1.000	0.453	061	ND NONMETROPOLITAN AREA
58765	ND	99033	1.000	1.000	0.453	023	ND NONMETROPOLITAN AREA
58768	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58769	ND	99033	1.000	1.000	0.453	061	ND NONMETROPOLITAN AREA
58770	ND	99033	1.000	1.000	0.453	061	ND NONMETROPOLITAN AREA
58771	ND	99033	1.000	1.000	0.453	061	ND NONMETROPOLITAN AREA
58772	ND	99033	1.000	1.000	0.453	013	ND NONMETROPOLITAN AREA
58773	ND	99033	1.000	1.000	0.453	013	ND NONMETROPOLITAN AREA
58775	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58776	ND	99033	1.000	1.000	0.453	061	ND NONMETROPOLITAN AREA
58778	ND	99033	1.000	1.000	0.453	055	ND NONMETROPOLITAN AREA
58779	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58781	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58782	ND	99033	1.000	1.000	0.453	075	ND NONMETROPOLITAN AREA
58783	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58784	ND	99033	1.000	1.000	0.453	061	ND NONMETROPOLITAN AREA
58785	ND	99033	1.000	1.000	0.453	101	ND NONMETROPOLITAN AREA
58787	ND	99033	1.000	1.000	0.453	075	ND NONMETROPOLITAN AREA
58788	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58789	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58790	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58792	ND	99033	1.000	1.000	0.453	049	ND NONMETROPOLITAN AREA
58793	ND	99033	1.000	1.000	0.453	009	ND NONMETROPOLITAN AREA
58794	ND	99033	1.000	1.000	0.453	061	ND NONMETROPOLITAN AREA
58795	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58801	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58802	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58830	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58831	ND	99033	1.000	1.000	0.453	053	ND NONMETROPOLITAN AREA
58833	ND	99033	1.000	1.000	0.453	023	ND NONMETROPOLITAN AREA
58835	ND	99033	1.000	1.000	0.453	053	ND NONMETROPOLITAN AREA
58838	ND	99033	1.000	1.000	0.453	053	ND NONMETROPOLITAN AREA
58843	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58844	ND	99033	1.000	1.000	0.453	023	ND NONMETROPOLITAN AREA
58845	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58847	ND	99033	1.000	1.000	0.453	053	ND NONMETROPOLITAN AREA
58849	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58852	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58853	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
58854	ND	99033	1.000	1.000	0.453	053	ND NONMETROPOLITAN AREA
58856	ND	99033	1.000	1.000	0.453	105	ND NONMETROPOLITAN AREA
59001	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59002	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59003	MT	99026	1.000	1.000	0.887	087	MT NONMETROPOLITAN AREA
59004	MT	99026	1.000	1.000	0.887	087	MT NONMETROPOLITAN AREA
59006	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59007	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59008	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59010	MT	99026	1.000	1.000	0.887	103	MT NONMETROPOLITAN AREA
59011	MT	99026	1.000	1.000	0.887	097	MT NONMETROPOLITAN AREA
59012	MT	99026	1.000	1.000	0.887	087	MT NONMETROPOLITAN AREA
59013	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59014	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59015	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59016	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59018	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59019	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59020	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59022	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59024	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59025	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59026	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59027	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59028	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59029	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59030	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59031	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59032	MT	99026	1.000	1.000	0.887	027	MT NONMETROPOLITAN AREA
59033	MT	99026	1.000	1.000	0.887	097	MT NONMETROPOLITAN AREA
59034	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59035	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59036	MT	99026	1.000	1.000	0.887	107	MT NONMETROPOLITAN AREA
59037	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59038	MT	99026	1.000	1.000	0.887	103	MT NONMETROPOLITAN AREA
59039	MT	99026	1.000	1.000	0.887	087	MT NONMETROPOLITAN AREA
59041	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59043	MT	99026	1.000	1.000	0.887	087	MT NONMETROPOLITAN AREA
59044	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59046	MT	99026	1.000	1.000	0.887	037	MT NONMETROPOLITAN AREA
59047	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59050	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59052	MT	99026	1.000	1.000	0.887	097	MT NONMETROPOLITAN AREA
59053	MT	99026	1.000	1.000	0.887	059	MT NONMETROPOLITAN AREA
59054	MT	99026	1.000	1.000	0.887	065	MT NONMETROPOLITAN AREA
59055	MT	99026	1.000	1.000	0.887	097	MT NONMETROPOLITAN AREA
59057	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59058	MT	99026	1.000	1.000	0.887	033	MT NONMETROPOLITAN AREA
59059	MT	99026	1.000	1.000	0.887	065	MT NONMETROPOLITAN AREA
59061	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59062	MT	99026	1.000	1.000	0.887	075	MT NONMETROPOLITAN AREA
59063	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59064	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59065	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59066	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59067	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59068	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59069	MT	99026	1.000	1.000	0.887	095	MT NONMETROPOLITAN AREA
59070	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59071	MT	13740	1.000	1.000	0.887	009	Billings, MT MSA
59072	MT	99026	1.000	1.000	0.887	065	MT NONMETROPOLITAN AREA
59073	MT	99026	1.000	1.000	0.887	065	MT NONMETROPOLITAN AREA
59074	MT	99026	1.000	1.000	0.887	037	MT NONMETROPOLITAN AREA
59075	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59076	MT	99026	1.000	1.000	0.887	103	MT NONMETROPOLITAN AREA
59077	MT	99026	1.000	1.000	0.887	033	MT NONMETROPOLITAN AREA
59078	MT	99026	1.000	1.000	0.887	107	MT NONMETROPOLITAN AREA
59079	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59081	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59082	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59083	MT	99026	1.000	1.000	0.887	087	MT NONMETROPOLITAN AREA
59084	MT	99026	1.000	1.000	0.887	069	MT NONMETROPOLITAN AREA
59085	MT	99026	1.000	1.000	0.887	107	MT NONMETROPOLITAN AREA
59086	MT	99026	1.000	1.000	0.887	067	MT NONMETROPOLITAN AREA
59087	MT	99026	1.000	1.000	0.887	069	MT NONMETROPOLITAN AREA
59088	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59089	MT	99026	1.000	1.000	0.887	003	MT NONMETROPOLITAN AREA
59101	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59102	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59103	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59104	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59105	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59106	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59107	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59108	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59111	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59112	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59114	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59115	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59116	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59117	MT	13740	1.000	1.000	0.887	111	Billings, MT MSA
59201	MT	99026	1.000	1.000	0.887	085	MT NONMETROPOLITAN AREA
59211	MT	99026	1.000	1.000	0.887	091	MT NONMETROPOLITAN AREA
59212	MT	99026	1.000	1.000	0.887	085	MT NONMETROPOLITAN AREA
59213	MT	99026	1.000	1.000	0.887	085	MT NONMETROPOLITAN AREA
59214	MT	99026	1.000	1.000	0.887	055	MT NONMETROPOLITAN AREA
59215	MT	99026	1.000	1.000	0.887	055	MT NONMETROPOLITAN AREA
