ZIP CODE	STATE	MSA No.	GPCI	GPCI	GPCI	County No.	MSA Name
25848	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25849	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25851	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25853	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25854	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25855	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25856	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25857	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25859	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25860	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25862	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25864	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25865	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25866	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25868	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25870	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25871	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25873	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25875	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25876	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25878	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25879	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25880	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25882	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25901	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25902	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25904	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25906	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25907	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25908	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25909	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25911	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25912	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25913	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25914	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25915	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25916	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25917	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25918	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25919	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25920	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25921	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25922	WV	99046	1.000	0.912	1.279	055	WV NONMETROPOLITAN AREA
25926	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25927	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25928	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25931	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25932	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25934	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
25936	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25938	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25942	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25943	WV	99046	1.000	0.912	1.279	109	WV NONMETROPOLITAN AREA
25951	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25958	WV	99046	1.000	0.912	1.279	025	WV NONMETROPOLITAN AREA
25961	WV	99046	1.000	0.912	1.279	025	WV NONMETROPOLITAN AREA
25962	WV	99046	1.000	0.912	1.279	025	WV NONMETROPOLITAN AREA
25965	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25966	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25967	WV	99046	1.000	0.912	1.279	025	WV NONMETROPOLITAN AREA
25969	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25971	WV	99046	1.000	0.912	1.279	055	WV NONMETROPOLITAN AREA
25972	WV	99046	1.000	0.912	1.279	025	WV NONMETROPOLITAN AREA
25976	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25977	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25978	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25979	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25981	WV	99046	1.000	0.912	1.279	025	WV NONMETROPOLITAN AREA
25984	WV	99046	1.000	0.912	1.279	025	WV NONMETROPOLITAN AREA
25985	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25986	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
25988	WV	99046	1.000	0.912	1.279	089	WV NONMETROPOLITAN AREA
25989	WV	99046	1.000	0.912	1.279	081	WV NONMETROPOLITAN AREA
26003	WV	48540	1.000	0.912	1.279	069	Wheeling, WV-OH MSA
26030	WV	48260	1.000	0.912	1.279	009	Weirton-Steubenville, WV-OH MSA
26031	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26032	WV	48260	1.000	0.912	1.279	009	Weirton-Steubenville, WV-OH MSA
26033	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26034	WV	48260	1.000	0.912	1.279	029	Weirton-Steubenville, WV-OH MSA
26035	WV	48260	1.000	0.912	1.279	009	Weirton-Steubenville, WV-OH MSA
26036	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26037	WV	48260	1.000	0.912	1.279	009	Weirton-Steubenville, WV-OH MSA
26038	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26039	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26040	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26041	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26047	WV	48260	1.000	0.912	1.279	029	Weirton-Steubenville, WV-OH MSA
26050	WV	48260	1.000	0.912	1.279	029	Weirton-Steubenville, WV-OH MSA
26055	WV	48540	1.000	0.912	1.279	051	Wheeling, WV-OH MSA
26056	WV	48260	1.000	0.912	1.279	029	Weirton-Steubenville, WV-OH MSA
26058	WV	48260	1.000	0.912	1.279	009	Weirton-Steubenville, WV-OH MSA
26059	WV	48540	1.000	0.912	1.279	069	Wheeling, WV-OH MSA
26060	WV	48540	1.000	0.912	1.279	069	Wheeling, WV-OH MSA
26062	WV	48260	1.000	0.912	1.279	029	Weirton-Steubenville, WV-OH MSA
26070	WV	48260	1.000	0.912	1.279	009	Weirton-Steubenville, WV-OH MSA
26074	WV	48540	1.000	0.912	1.279	069	Wheeling, WV-OH MSA
26075	WV	48260	1.000	0.912	1.279	009	Weirton-Steubenville, WV-OH MSA
26101	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26102	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26103	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26104	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26105	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26106	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26120	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26121	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26133	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26134	WV	37620	1.000	0.912	1.279	073	Parkersburg-Marietta-Vienna, WV-OH MSA
26135	WV	99046	1.000	0.912	1.279	095	WV NONMETROPOLITAN AREA
26136	WV	99046	1.000	0.912	1.279	013	WV NONMETROPOLITAN AREA
26137	WV	99046	1.000	0.912	1.279	013	WV NONMETROPOLITAN AREA
26138	WV	37620	1.000	0.912	1.279	105	Parkersburg-Marietta-Vienna, WV-OH MSA
26141	WV	37620	1.000	0.912	1.279	105	Parkersburg-Marietta-Vienna, WV-OH MSA
26142	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26143	WV	37620	1.000	0.912	1.279	105	Parkersburg-Marietta-Vienna, WV-OH MSA
26146	WV	99046	1.000	0.912	1.279	095	WV NONMETROPOLITAN AREA
26147	WV	99046	1.000	0.912	1.279	013	WV NONMETROPOLITAN AREA
26148	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26149	WV	99046	1.000	0.912	1.279	095	WV NONMETROPOLITAN AREA
26150	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26151	WV	99046	1.000	0.912	1.279	013	WV NONMETROPOLITAN AREA
26152	WV	37620	1.000	0.912	1.279	105	Parkersburg-Marietta-Vienna, WV-OH MSA
26155	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26159	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26160	WV	37620	1.000	0.912	1.279	105	Parkersburg-Marietta-Vienna, WV-OH MSA
26161	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26162	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26164	WV	99046	1.000	0.912	1.279	035	WV NONMETROPOLITAN AREA
26167	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26169	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26170	WV	37620	1.000	0.912	1.279	073	Parkersburg-Marietta-Vienna, WV-OH MSA
26173	WV	99046	1.000	0.912	1.279	035	WV NONMETROPOLITAN AREA
26175	WV	99046	1.000	0.912	1.279	095	WV NONMETROPOLITAN AREA
26178	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26180	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26181	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26184	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26186	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26187	WV	37620	1.000	0.912	1.279	107	Parkersburg-Marietta-Vienna, WV-OH MSA
26201	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26202	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26203	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26205	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26206	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26208	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26209	WV	99046	1.000	0.912	1.279	075	WV NONMETROPOLITAN AREA
26210	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26215	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26217	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26218	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26219	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26222	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26224	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26228	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26229	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26230	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26234	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26236	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26237	WV	99046	1.000	0.912	1.279	097	WV NONMETROPOLITAN AREA
26238	WV	99046	1.000	0.912	1.279	001	WV NONMETROPOLITAN AREA
26241	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26250	WV	99046	1.000	0.912	1.279	001	WV NONMETROPOLITAN AREA
26253	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26254	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26257	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26259	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26260	WV	99046	1.000	0.912	1.279	093	WV NONMETROPOLITAN AREA
26261	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26263	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26264	WV	99046	1.000	0.912	1.279	075	WV NONMETROPOLITAN AREA
26266	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26267	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26268	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26269	WV	99046	1.000	0.912	1.279	093	WV NONMETROPOLITAN AREA
26270	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26271	WV	99046	1.000	0.912	1.279	093	WV NONMETROPOLITAN AREA
26273	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26275	WV	99046	1.000	0.912	1.279	001	WV NONMETROPOLITAN AREA
26276	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26278	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26280	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26282	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26283	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26285	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26287	WV	99046	1.000	0.912	1.279	093	WV NONMETROPOLITAN AREA
26288	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26289	WV	99046	1.000	0.912	1.279	093	WV NONMETROPOLITAN AREA
26291	WV	99046	1.000	0.912	1.279	075	WV NONMETROPOLITAN AREA
26292	WV	99046	1.000	0.912	1.279	093	WV NONMETROPOLITAN AREA
26293	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26294	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26296	WV	99046	1.000	0.912	1.279	083	WV NONMETROPOLITAN AREA
26298	WV	99046	1.000	0.912	1.279	101	WV NONMETROPOLITAN AREA
26301	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26302	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26306	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26320	WV	99046	1.000	0.912	1.279	095	WV NONMETROPOLITAN AREA
26321	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26323	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26325	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26327	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26328	WV	99046	1.000	0.912	1.279	017	WV NONMETROPOLITAN AREA
26330	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26332	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26334	WV	99046	1.000	0.912	1.279	001	WV NONMETROPOLITAN AREA
26335	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26337	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26338	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26339	WV	99046	1.000	0.912	1.279	017	WV NONMETROPOLITAN AREA
26342	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26343	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26346	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26347	WV	99046	1.000	0.912	1.279	091	WV NONMETROPOLITAN AREA
26348	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26349	WV	99046	1.000	0.912	1.279	001	WV NONMETROPOLITAN AREA
26350	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26351	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26354	WV	99046	1.000	0.912	1.279	091	WV NONMETROPOLITAN AREA
26361	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26362	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26366	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26369	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26372	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26374	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26375	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26376	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26377	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26378	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26384	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26385	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26386	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26404	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26405	WV	99046	1.000	0.912	1.279	001	WV NONMETROPOLITAN AREA
26407	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26408	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26410	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26411	WV	99046	1.000	0.912	1.279	017	WV NONMETROPOLITAN AREA
26412	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26415	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26416	WV	99046	1.000	0.912	1.279	001	WV NONMETROPOLITAN AREA
26419	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26421	WV	99046	1.000	0.912	1.279	085	WV NONMETROPOLITAN AREA
26422	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26424	WV	99046	1.000	0.912	1.279	091	WV NONMETROPOLITAN AREA
26425	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26426	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26430	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26431	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26434	WV	99046	1.000	0.912	1.279	095	WV NONMETROPOLITAN AREA
26435	WV	99046	1.000	0.912	1.279	091	WV NONMETROPOLITAN AREA
26436	WV	99046	1.000	0.912	1.279	017	WV NONMETROPOLITAN AREA
26437	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26438	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26440	WV	99046	1.000	0.912	1.279	091	WV NONMETROPOLITAN AREA
26443	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26444	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26447	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26448	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26451	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26452	WV	99046	1.000	0.912	1.279	041	WV NONMETROPOLITAN AREA
26456	WV	99046	1.000	0.912	1.279	017	WV NONMETROPOLITAN AREA
26461	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26463	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26501	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26502	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26503	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26504	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26505	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26506	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26507	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26508	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26519	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26520	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26521	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26522	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26524	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26525	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26527	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26529	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26531	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26533	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26534	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26535	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26537	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26541	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26542	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26543	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26544	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26546	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26547	WV	34060	1.000	0.912	1.279	077	Morgantown, WV MSA
26554	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26555	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26559	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26560	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26561	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26562	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26563	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26566	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26568	WV	99046	1.000	0.912	1.279	033	WV NONMETROPOLITAN AREA
26570	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26571	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26572	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26574	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26575	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26576	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26578	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26581	WV	99046	1.000	0.912	1.279	103	WV NONMETROPOLITAN AREA
26582	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26585	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26586	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26587	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26588	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26589	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26590	WV	34060	1.000	0.912	1.279	061	Morgantown, WV MSA
26591	WV	99046	1.000	0.912	1.279	049	WV NONMETROPOLITAN AREA
26601	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26610	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26611	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26612	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26615	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26617	WV	16620	1.000	0.912	1.279	015	Charleston, WV MSA
26618	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26619	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26621	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26623	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26624	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26627	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26629	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26631	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26634	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26636	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26638	WV	99046	1.000	0.912	1.279	021	WV NONMETROPOLITAN AREA
26639	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26641	WV	99046	1.000	0.912	1.279	007	WV NONMETROPOLITAN AREA
26651	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26656	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26660	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26662	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26667	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26671	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26674	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
26675	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26676	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26678	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26679	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26680	WV	99046	1.000	0.912	1.279	019	WV NONMETROPOLITAN AREA
26681	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
26684	WV	99046	1.000	0.912	1.279	067	WV NONMETROPOLITAN AREA
